Crop,Problem,State,Ans1,Ans2,Ans3,Ans4,Ans5,Time,Crop_w_score
Banana,stem rot,WEST BENGAL,SAFF 2 GRAM  PLANTOMYCINE 1 GRAM  1 LITER OF WATER IN BANANACARBOFURAN 40GRAM PER PLANT IN BANANA,SPRAY  CHLOROTHALONIL 75 WP   2 GM   LIT OF WATER  SPRAY   ACEPHATE 75 SP  15 GM  2 LIT OF WATER,STEM ROT IN BANANAAPPLY 20GM BLEECHING POWDER PER LITRE OF WATER PER PLANT ON THE ROOT ZONE,RECOMMENDED SPRAY CARBENDAZIM MANCOZEB(SAAFSIXER) 30GM15LTR WATER FOR STEM ROT IN BANANA,kisan ji Coper oxiclorid 50WP 34 gram dawa 1 liter pani ke hisab se ghol kar spray kare ,17.928848000000002,0.002289621960394405
Banana,panama wilt,KARNATAKA,recommended for corm injection carbendazim 20gmlit of water and take 3ml of solution inject to corm,RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 50 WP 4GMSTREPTOCYCLINE 91SP( 9010 SP)  1GM10 LIT OF WATER,RECOMMENDED FOR ROOT DRENCHING BY COOPER OXYCHLORIDE 50 WP 40 GM10 LIT OF WATER15 GM STREPTOCYCLINE,Banana Panama wiltApply SAAF2gm per lit of water and inject through syringe to pseudo stem of Plant,Corm injection with 3 ml of 2 carbendazimRemoval of infected trees and application of lime 12 Kgpit,22.791769,0.002289621960394405
Banana,leaf spot,UTTAR PRADESH,BANANA LEAF SPOT MANAGEMENT RECOMMENDED TO SPRAY CARBENDAZIM   200  GRAMS  200 LITERS OF WATER ACRE,RECOMMENDED TO SPRAY CARBENDAZIM   2GM IN 1 LITRE OF WATER FOR SIGATOKA LEAF SPOT DISEASE IN BANANA,SPRAY   TRICHODARMA VIRIDE  5 GM  LIT OF WATER SPRAY   PSEUDMONAS FLUORESCENS  5 GM  1 LIT OF WATER,LEAF SPOT IN BANANA  SPRAY 40 GRAM REDOMIL GOLDREDOMIL MZ  6 GRAM PLANTOMYCINE IN 15 LITRE OF WATER,RECOMMENDED TO SPRAY COPPER OXYCHLORIDE  25 GM  LITRE WATER TO CONTROL SIGATOKA LEAF SPOT IN BANANA,18.829371,0.002289621960394405
Banana,anthracnose,TRIPURA,kisan bhai aap kele me Mancozeb 75 WP 500 gram dva prati acre 200 litre pani me milakar spray kare ,RECOMMENDED TO SPRAY PROPICONAZOLE  (TILT)  200 ML  200 LITRES OF WATER ACRE    200     200       ,RECOMMENDED TO SPRAY CARBENDAZIM 50WP2GM PER LITRE OF WATER TO CONTROL THE ANTHRACNOSE IN BANANA,RECOMMENDED TO SPRAY COPPER OXYCHLORIDE 30GM  STREPTOCYCLIN 15GM  TEEPOL 10ML  10 LITER OF WATER,Recommended for spray Protective spraying when the fruit is still young with Bordeaux mixture 1,15.613104000000002,0.002289621960394405
Barley (Jau),Powdery mildew,MAHARASHTRA,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION,suggested wettable sulphur 25gmpump,Spray virosol 30gm15lit of water,No answer,No answer,3.896206,0.00023653683957865096
Barley (Jau),termite,RAJASTHAN,Broadcast 15 lt Chlorpyriphos mix in 2025 kg dry sand per acre than apply light irrigation,Broadcast 15 lt Chlorpyriphos mix in 2025 kg dry sand per acre than apply light irrigation,Broadcast 15 lt Chlorpyriphos mix in 2025 kg dry sand per acre than apply light irrigation,TERMITE CONTROL OF CEREALS USE CHLOROPYRIFOS 20 EC 4 LITER PER HA WITH IRRIGATION,termite control in wheat  choloropyrifos 20  ec 1 litre per bigha with irrigation,1.4882799999999998,0.00023653683957865096
Barley (Jau),yellowing,RAJASTHAN,Yellowing  drying of   seedlingSpray zinc (5 gram)  urea (10 gram) liter of water,use urea 5 kg and zinc sulphate 15 kg per acre by mixing in 250 litre of water,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER  MENCOJEB 2GM PAR LITAR WATER,1.776572,0.00023653683957865096
Barley (Jau),root rot,UTTAR PRADESH,Recommended to spray Validamycin 3 L  45 gm per 15 lit of water to control root rot in barley plant,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE (BLITOX) 600 GRAMS PER ACRE,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION,DRENCHING OF CARBENDAZIM 250 GMBIGHA IN ROOT ZONE WITH IRRIGATION,2.415145,0.00023653683957865096
Barley (Jau),sucking pest,GUJARAT,Recommended for to control sucking pest in jau crop spray imedachlorprid 57 ml at 15 liter of water,recommended for to control sucking pest in garlic crop spray fipronil  25 ml at 15 liter of water,recommended for to control sucking pest in  crop spray imedachlorprid 57 ml at 15 liter of water,Recommended for to control sucking pest in crop spray imedachlorprid 57 ml at 15 liter of water,Recommended for to control  sucking pest in crop spray fipronil  25 ml at 15 liter of water,3.3960169999999996,0.00023653683957865096
Barnyard Millet (KundiraivlliSawan,shoot fly,RAJASTHAN,Methyl demeton 25 EC 500 mlhaDimethoate 30 EC 500 mlha,SPRAY OF INDOXACARB 145 SC 1 ML PER LITER WATER,monocrotophos 2mlltr,No answer,No answer,0.800088,6.735968077203682e-05
Barnyard Millet (KundiraivlliSawan,grasshopper,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.705621,0.0
Barnyard Millet (KundiraivlliSawan,stem borer,RAJASTHAN,SPRAY FLUBENDIAMIDE(FAME)  10ML15LIT WATER FOR STEM BORER IN MAIZE,spray monochrotophas15 mllitre of water for stem borer in bajra,Recommended for Spray quinalphos 2mllitre of water,Spray cartap hydrochloride 50 sp 300400gmacer,Recommended for apply carbofuran 3  5kg acre,0.843901,6.735968077203682e-05
Barnyard Millet (KundiraivlliSawan,smut,MAHARASHTRA,No answer,No answer,No answer,No answer,No answer,0.477872,0.0
Barnyard Millet (KundiraivlliSawan,rust,RAJASTHAN,Spray M45 30 gm15 Lit of Water,No answer,No answer,No answer,No answer,0.486015,6.735968077203682e-05
Barseem,caterpillar,PUNJAB,INFORMATION REGARDING CATERPILLAR IN BERSEEM  SPRAY AVAUNT 200 ML IN 150 LITRE OF WATER PER ACRE,for control of catterpillar in barsem spray 50ml corrajen 185 SL in 100 liter water for per acre,information regarding caterpillar in berseem  SPRAY CORAGEN 60 ML IN 100 LITRE OF WATER PER ACRE,INFORMATION REGARDING CATERPILLAR IN BERSEEM  SPRAY AVANT 200 ML IN 150 LITRE OF WATER PER ACRE,How to control hairy caterpillar in barseemSpray 500 ml Quinalphos in 200 lt of water per acre,4.785639,0.00043812254338769865
Barseem,root rot,UTTAR PRADESH,root rot in barseem  spray saaf ( carbendazim   mencozeb ) 500 gram in 150 litres of water per acre,root rot in barseem  spray saaf ( carbendazim   mencozeb ) 500 gram in 150 litres of water per acre,for control of root rot in barseem  spray 500 gram saaf ( carbendazim  mencozeb ) mixed with sand,To control root rot in barseem broadcast saaf ( mancozeb  carbendazime)  500 gm in 10 kg sandacre,Control of root rot in Barseem  Drenching with Bavistin  15gm  Mancozeb  40 gm per 15 ltr  water ,6.241258,0.00043812254338769865
Barseem,stem rot,PUNJAB,Kisan bhai  Carbendazim 12   Mancozeb 63  WP  2 gramliter paani ke saath ghol banakar chidkaw karen,FOR THE CONTROL OF STEM ROT DISEASE IN BARSEEM SPRAY 300 GM BAVISTIN IN 100 LITRE OF WATER PER ACRE,information regarding stem rot in barseem  please spray bavistan 400gm in 200 litre water per acre,FOR THE CONTROL OF STEM ROT DISEASE PLS  BROADCAST500GM CARBENDAZIMMANCOZEB(SAAF) MIXED WITH SAND,FOR THE CONTROL OF STEM ROT DISEASE PLS SPRAY250 gram CARBENDAZIMMANCOZEB(SAAF) IN 150LITRE WATER,5.6242019999999995,0.00043812254338769865
Barseem,root rot,HARYANA,root rot in barseem  spray saaf ( carbendazim   mencozeb ) 500 gram in 150 litres of water per acre,root rot in barseem  spray saaf ( carbendazim   mencozeb ) 500 gram in 150 litres of water per acre,for control of root rot in barseem  spray 500 gram saaf ( carbendazim  mencozeb ) mixed with sand,To control root rot in barseem broadcast saaf ( mancozeb  carbendazime)  500 gm in 10 kg sandacre,Control of root rot in Barseem  Drenching with Bavistin  15gm  Mancozeb  40 gm per 15 ltr  water ,6.131662,0.00043812254338769865
Barseem,caterpillar,MADHYA PRADESH,INFORMATION REGARDING CATERPILLAR IN BERSEEM  SPRAY AVAUNT 200 ML IN 150 LITRE OF WATER PER ACRE,for control of catterpillar in barsem spray 50ml corrajen 185 SL in 100 liter water for per acre,information regarding caterpillar in berseem  SPRAY CORAGEN 60 ML IN 100 LITRE OF WATER PER ACRE,INFORMATION REGARDING CATERPILLAR IN BERSEEM  SPRAY AVANT 200 ML IN 150 LITRE OF WATER PER ACRE,How to control hairy caterpillar in barseemSpray 500 ml Quinalphos in 200 lt of water per acre,4.7805860000000004,0.00043812254338769865
Bay Leaf,sucking pest,TAMILNADU,RECOMMENDED TO SPRAY IMIDACLOPRID  1 ML  3 LITRE WATER TO CONTROL SUCKING PEST IN BAY LEAF,to control for sucking pest in bay leaf Spray Actra 5 gm   Bavistin 30gm15lit of Water,RECOMMENDED FOR SPRAY INDOXACARB 145  ACETAMIPRID 77 (222 SC)   15 ML  2 LIT OF WATER,RECOMMENDED TO SPRAY DIMETHOATE(ROGAR   ROGARIN)  400MLACRE,recommended for spray Thiacloprid 6 ml 10 lit of water,0.453179,1.1422683894300327e-05
Bay Leaf,aphid,WEST BENGAL,spray neem ark 30 ml  15 liter of water for controlling sucking pest,Recommended for spray profenophos 2 ml  acephate 1 g  lit of water,Recommended for spray Thiamethoxam 4 gram  10 litre of water,spray rogar 2 mili per litre of water,apply nimbicidine or nimbin in 35mlL,0.365388,1.1422683894300327e-05
Bay Leaf,sucking pest,ODISHA,RECOMMENDED TO SPRAY IMIDACLOPRID  1 ML  3 LITRE WATER TO CONTROL SUCKING PEST IN BAY LEAF,to control for sucking pest in bay leaf Spray Actra 5 gm   Bavistin 30gm15lit of Water,RECOMMENDED FOR SPRAY INDOXACARB 145  ACETAMIPRID 77 (222 SC)   15 ML  2 LIT OF WATER,RECOMMENDED TO SPRAY DIMETHOATE(ROGAR   ROGARIN)  400MLACRE,recommended for spray Thiacloprid 6 ml 10 lit of water,0.451453,1.1422683894300327e-05
Bay Leaf,anthracnose,ODISHA,Three rounds of spray with Bordeaux mixture 1 FOR Anthracnose IN BETTLE VINE,Recommended for spray copper oxy chloride 25 g  litre of water,RECOMMENDED FOR SPRAY  MANCOZEB 75 WP  25 GM  LIT OF WATER,RECOMMENDED FOR SPRAY VLIDAMYCIN 3 L  25 ML  LIT OF WATER,No answer,0.395945,1.1422683894300327e-05
Bay Leaf,blast,WEST BENGAL,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER,No answer,No answer,No answer,No answer,0.365698,1.1422683894300327e-05
Beans,leaf curl,ODISHA,RECOMMENDED TO SPRAY IMIDACHLOPRID 178 SL  5 ML PER 15 LITRE OF WATER TO CONTROL LEAF CURL IN BEANS,RECOMMENDED TO APPLY METHYL DEMETON(METASYSTEX) 25EC 2ML1 LITRE WATER TO CONTROL LEAF CURL IN BEANS,Recommended to spray Dimethoate 30 EC(Rogor) 2ml per litre of water to control Leaf curl in Cowpea,Recommended to spray Emamectin benzoate 5sg 5gm per 15 liter of water to control leaf curl in Bean,Recommended to spray Dimethoate 30 EC(Rogor) 2ml per litre of water to control Leaf curl in Beans,6.123808,0.0006626295132172027
Beans,yellowing,BIHAR,YELLOWING OF BEAN SPRAY AMESTAR OR NUSTAR  30 ML 126100 50 GM  MICRONUTRIENT 30 ML  15 LITER WATER,Recommended to spray Ishabion  25 ml per 15 litres of water to control yellowing problem in beans ,Fungal problem  Yellowing of leavesSpray saaf  2glit in her as I am an estimate of when and how,spray imidacloprid 178 sl 1ml  3 litres of water to control leaf curling and yellowing in beans,Recommended to spray Azoxystrobin 23SC  200ml per acre to control Powdery mildew in Bittergourd,3.997784,0.0006626295132172027
Beans,jassids,ODISHA,Attack of Thrips and Jassids on bean   Spray Actra 5 gm15 Liter of Water(Thiomithoxom 25)Syngenta,Spray Actra 5 gm  Redomil Gold 30 gm15 Liter of Water(MephonaxonMancozeb)Syngenta,Control of Aphid Jassid in beans  Spray Rogor (Dimethoate)  1 ml  1 lt water,Foliar spray of Imidacloprid 1ml 3 Litar water  Sticker 1 ml 1litar water,Spray Actra 5 gm  M 45 30 gram 15 Liter of Water(Thiomithoxom 25)Syngenta,3.3256349999999997,0.0006626295132172027
Beans,wilt,HIMACHAL PRADESH,SPRAY STREPTOMYCIN SULPHATE AND TETRACYCLINE HYDROCHLORIDE 91 SP ( 9010 SP)  1 GM  6 LIT OF WATER ,spray copper oxychloride 30 gram ands plantomycin 15 gram in 10 litres of water for wilt in beans,spray copper oxychloride 30 gram and plantomycin 15 gram in 10 litres of water for wilt in beans,SPRAY COPPER OXYCHLORIDE 30 GRAM AND PLANTOMYCIN 15 GRAM IN 15 LITRES OF WATER FOR WILT IN BEANS,SPRAY COPPER OXYCHLORIDE 30 GRAM AND PLANTOMYCIN 15 GRAM IN 10 LITRES OF WATER FOR WILT IN BEANS,2.292294,0.0006626295132172027
Beans,wilt,ODISHA,SPRAY STREPTOMYCIN SULPHATE AND TETRACYCLINE HYDROCHLORIDE 91 SP ( 9010 SP)  1 GM  6 LIT OF WATER ,spray copper oxychloride 30 gram ands plantomycin 15 gram in 10 litres of water for wilt in beans,spray copper oxychloride 30 gram and plantomycin 15 gram in 10 litres of water for wilt in beans,SPRAY COPPER OXYCHLORIDE 30 GRAM AND PLANTOMYCIN 15 GRAM IN 15 LITRES OF WATER FOR WILT IN BEANS,SPRAY COPPER OXYCHLORIDE 30 GRAM AND PLANTOMYCIN 15 GRAM IN 10 LITRES OF WATER FOR WILT IN BEANS,2.271286,0.0006626295132172027
Beet Root (Garden BeetStock Beet),caterpillars,MADHYA PRADESH,recommended for spray of Chlorpyriphos or profenofos at the rate of 2 ml in 1 litre of water,ATTACK OF LEAF EATING CATERPILLAR Spray Quinolphos 30 ml  15 liter water,Recommended for spray  Neem seed kernel extract 1 lit10 lit of water,Spray Proclaim 07 gm15 liter of Water(Emamectin Benzoate)Syngenta,RECOMMENDED FOR SPRAY   CHLORPYRIPHOS 20 EC  25 ML   LIT OF WATER,0.715639,5.567135306624113e-05
Beet Root (Garden BeetStock Beet),cutworm,TAMILNADU,recommended for the spray   chloropirophose  2 ml lit of water,Recommended for neem oil 3 ml  teepol 1 ml 1 litre of water,No answer,No answer,No answer,0.570439,5.567135306624113e-05
Beet Root (Garden BeetStock Beet),borer,ANDHRA PRADESH,Control of root borer in Tomato  drenching with chlorpyrifos  3mllitre of water,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 150 LITRES OF WATER  ACRE,Spray Proclaim10 gm15 liter of Water(Emamectin Benzoate)Syngenta,SUGGESTED TO SPRAY CORAGEN  03ML PER LITRE OF WATER,Spray cloropyriphos  2 ml in 1 litre of water,0.496242,5.567135306624113e-05
Beet Root (Garden BeetStock Beet),ants,TAMILNADU,Spray of CHlorepyriphos  3540 ML pump Or Dimethoate  30 ML pump,recommended for spray chloriphyriphos 2 ml  1 litre of water,set ant traps or spread azafoetida and turmeric powder mix,apply melathion dust directly to the field to control ants,Recommended for spray Chlorpyriphos 2 ml litre of water,0.475386,5.567135306624113e-05
Beet Root (Garden BeetStock Beet),cercospora spot,TAMILNADU,No answer,No answer,No answer,No answer,No answer,1.057857,0.0
Bell Pepper,fungus,GUJARAT,Suggested Metalaxyl 4  Mancozeb 64 WP  35 grampump drenchingh or 250 gramvigha water treatment,FUNGUS ATTACK IN SWEET PEPPER BROADCASTE SAAF (CARBENZIM  MENCOZEB) 12 KG PER ACRE,FUNGUS ATTACK IN BELL PEPPER SPRAY INDOFIL M45 2 GRAM IN 1 LITRE WATER,fungus attack in bell pepper spray indofil m45 3 gram per litre water,       Carbendazim 12 Mancozeb 63 WP  200     200        ,0.40476599999999996,2.914492103263339e-05
Bell Pepper,stem rot,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.483133,0.0
Bell Pepper,fungal,KERALA,SPRAY CARBENDAZIM  MANCOZEB(TATA MASTER)  45GM15LIT WATER FOR FUNGAL LEAF SPOT IN CUCUMBER,benomil 200gacremulti K1kgacre (13045)agromin max 1kgacrepegasus 300gacre,apply pseudomonas 20g or 5ml in 1litre of water and spray to the plants,sprey of mancozeb2glit water for control of fungal problem in bhindi,sparay m45 500 gm 200 gm bavistin in 200 lt of water acre,0.398917,2.914492103263339e-05
Bell Pepper,Powdery mildew,JHARKAND,control powdery mildew of pea is spray Kerathen  05mlliter of water,Recommended to spray wettable sulphur 2g per litre of water,recom onded dosahe carathane 200mlacre,recom onded dosahe carathane 200mlacre,recom onded dosahe carathane 200mlacre,0.602482,2.914492103263339e-05
Bell Pepper,sucking pest,MAHARASHTRA,recommended for to control sucking pest in  crop spray imedachlorprid 57 ml at 15 liter of water,spraying of admire 4 gm metaodre 15 mland oberon 15 mili15 lit water,Recommended for spray Thiamethaxam iCTARA70  WS  5 Gmpump,IMMAMECTIN BENZOATE 90 GRAMACRE AND ACEPHATE 15 GRMLIT,SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER ,0.540419,2.914492103263339e-05
Bengal Gram (GramChick PeaKabuliChana),cutworm,UTTAR PRADESH,DRENCHING OF  Chloropyriphos 30ml  HUMIC ACID 30 ML15 Lit of WaterPhorate 10 G 10kgAcre Application,bengal gram cutworm managementRECOMMENDED TO SPRAY  CHLORPYRIFOS  500 ML200 LITRES OF WATER  ACRE,chane ki phasal par Permethrin 25 EC 200 ml  acre ki dar se 200 liter pani me milaker spray karen,kisan bhai Quinalphos 25 EC  1000 mlhect ka pryog kare bima ke liye 0522 2621173 pr sampark kare,Chne ki fasal me monocrotophas 36 sl ki 350ml 150 litar paani ke saath prati acre chhidkaw kren,34.765401000000004,0.005645462281899315
Bengal Gram (GramChick PeaKabuliChana),blight,RAJASTHAN,Attack of  Downy or blight  or PowderySpray Tilt 20 ml15 Liter of Water(Propiconyazol 25EC)Syngenta,Recommended for to control of fungal attack in gram crop use belidamycin 25ml at 15 liter of water,234823662357236723602381233523682344   240624062411240824092410   23502367232523812352237923542366,Recommended for to control of fungal attack in gram crop use belidamycin 25ml at 15 liter of water,Recommended for to control of fungal attack in gram crop use belidamycin 25ml at 15 liter of water,30.322258,0.005645462281899315
Bengal Gram (GramChick PeaKabuliChana),caterpillar,MAHARASHTRA,recommended dose to  control measures of caterpillars in  bengal gram of Troijofos 40 EC 1000 Mlhac,Recommended for to control caterpillar in bengal gram spray to Emamectin benzoate 5  SG 78 grampump,CATERPILLAR ATTACK ON GRAM Spray fame  5ml15 Lit of Water (Flubendiamide 480 SC ) Byer Crop Science,Queenolfos 25 Ec 30 mlpump Rate Of SprayProfenofos 40  Cypermethrin 4 Ec 3540 mlpump  Rate Of Spray,2325238123542379235223792346236623522368234723792360 23302368 234723572366235223392368 232523522366,48.48793,0.005645462281899315
Bengal Gram (GramChick PeaKabuliChana),wilt,CHHATTISGARH,Recommended for to control of fungal  attack in  crop use validamycin 3 L 25ml at 15 liter of water,Recommended for to control of fungal  attack in  crop use validamycin 3 L 25ml at 15 liter of water,Recommended for to control of fungal  attack in  crop use validamycin 3 L 25ml at 15 liter of water,Recommended for to control of  wilt disease of  gram crop use belidamycin 25ml at 15 liter of water,Recommended for to control of fungal  attack in  crop use validamycin 3 L 25ml at 15 liter of water,21.646122000000002,0.005645462281899315
Bengal Gram (GramChick PeaKabuliChana),fungus,GUJARAT,For control of fungus on gram Spray Redomil Gold 45 gm15 Liter of Water(MephonaxonMancozeb)Syngenta,         (  )                                                                                    ,spray Captan 360 gm100 ltr of water per acre If necessary repeat the spray at interval of 15 days, Kisan Bhai you can carbendazim 12  Mancozeb 63 WP 2 grams  liters of water to dissolve in spray,kisan bhai aap chane me Copper Oxichloride 50 WP  25 gram prati litre pani ki dar se spray kare,30.011947999999997,0.005645462281899315
Ber,sucking pest,UTTAR PRADESH,spray supar confidor 6 ml  M45 30 gm  15 litter of water for controlling  sucking pest on apple ber,         (  )                                                                                    ,Spray imidacloprid 178 SL (Admire confidor 200 SC 250 ml per hectare) 57 ml at 15 liter of water,SUCKING PEST MANAGEMENT IN APPLE BERRECOMMENDED TO SPRAY DIMETHOATE  2 ML 1 LITRES OF WATER,RECOMMENDED TO SPRAY MANCOZEB (DITHANE M45 INDOFIL M45 MANJET)  500600 GRAMS  PER ACRE,4.764188,0.0003241233991402628
Ber,termite,RAJASTHAN,         (  )                                                                                    ,Information regarding how to control termit in ber plant apply to chorpyriphos  20 mlplant,termite control in PLANT USE choloropyrifos 20 EC 30 ML PER PLANT WITH WATER  IRRIGATION,Control of termites in fruit plant 4050 ml chloropyriphos in 5 liter water  plant ,RECOMMENDED TO SPRAY CHLOFENPYRPHOS 5(INTRAPRID LEPIDO)  ML PER ACRE  1530 LITERS,1.9486330000000003,0.0003241233991402628
Ber,fruit rot,RAJASTHAN,Carbendazim 12 Mancozeb 63 WP 25 gramlitar pani imidachlorprid  178 1mllitar pani,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50  WP  4 GM   LITER OF WATER,Recommended fort spray   Copper oxy chloride 600 GRACRE IN 200 LT WATER,RECOMMENDED FOR SPRAY OF  COPPER OXYCHLORIDE 50  WP  4 GM LIT OF WATER,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LITER OF WATER,3.7358949999999997,0.0003241233991402628
Ber,die back,RAJASTHAN,SPRAY BLITOX  1000GM IN 500 LITERS OF WATER  ACRE ,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER,No answer,No answer,3.384228,0.0003241233991402628
