Crop,Problem,State,Ans1,Ans2,Ans3,Ans4,Ans5,Time
Beet Root (Garden BeetStock Beet),cutworm,TAMILNADU,recommended for the spray   chloropirophose  2 ml lit of water,Recommended for neem oil 3 ml  teepol 1 ml 1 litre of water,No answer,No answer,No answer,0.400609
Beet Root (Garden BeetStock Beet),borer,ANDHRA PRADESH,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  90 GRAMS 150 LITRES OF WATER  ACRE,No answer,No answer,No answer,No answer,0.348886
Beet Root (Garden BeetStock Beet),ants,TAMILNADU,recommended for spray chloriphyriphos 2 ml  1 litre of water,Recommended for spray Chlorpyriphos 2 ml litre of water,Recommended for dust the lindane powder in the field,recommended for use chlorpyriphos dust,           100        ,0.384715
Beet Root (Garden BeetStock Beet),cercospora spot,TAMILNADU,No answer,No answer,No answer,No answer,No answer,0.487139
Bell Pepper,fungus,GUJARAT,Suggested Metalaxyl 4  Mancozeb 64 WP  35 grampump drenchingh or 250 gramvigha water treatment,pump spray,No answer,No answer,No answer,0.349047
Bell Pepper,stem rot,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.463073
Bell Pepper,fungal,KERALA,apply pseudomonas 20g or 5ml in 1litre of water and spray to the plants,apply bordeaux mixture 4 times in 10 or 15 days interval,RECOMMENDED TO APPLY  BAVISTIN 2MLLTR OF WATER,apply carbendazim 2gmsltr of water,No answer,0.329901
Bell Pepper,Powdery mildew,JHARKAND,No answer,No answer,No answer,No answer,No answer,0.326545
Bell Pepper,sucking pest,MAHARASHTRA,spraying of admire 4 gm metaodre 15 mland oberon 15 mili15 lit water,Spray Actra 5 gm  regent 10 ml 15 Lit of Water,Spray Confidor 10ml15 Lit of Water,Spray Actra 5 gm  15 Lit of Water,Spray Karate15 ml15 Lit of Water,0.467546
Bengal Gram (GramChick PeaKabuliChana),cutworm,UTTAR PRADESH,chane ki phasal par Permethrin 25 EC 200 ml  acre ki dar se 200 liter pani me milaker spray karen,kisan bhai Quinalphos 25 EC  1000 mlhect ka pryog kare bima ke liye 0522 2621173 pr sampark kare,Chne ki fasal me monocrotophas 36 sl ki 350ml 150 litar paani ke saath prati acre chhidkaw kren,Dear former use to Cypermethrin 25 EC 100ml acre with 200 liter of  water splash in the field,kisan bhai chane me kide ki rokhtham ke liye Monocrotophos 36 SL 2 mlliter ka chidcaav  kare,3.107543
Bengal Gram (GramChick PeaKabuliChana),blight,RAJASTHAN,kisan bhai ap chane ke khet me Carbendazim 12  Mancozeb 63 WP 2 gramliter ka chhidkawa kar de, 12   63    2           SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER ,CHOLOROTHALONIL 75 SOLUBLE POWDER DILUTE IN 1GRAM IN 1 LITER OF WATER AND THEN SPRAY,SPRAY OF DIMETHOATE 30 EC 2ML   CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,SPRAY OF ACEPHATE 75 SP 2 GM PER LITER WATER SPRAY OF MENCOJEB 2GM PAR LITAR WATER,6.351808
Bengal Gram (GramChick PeaKabuliChana),caterpillar,MAHARASHTRA,2325238123542379235223792346236623522368234723792360 23302368 234723572366235223392368 232523522366,2325238123542379235223792346236623522368234723792360 23302368 234723572366235223392368 232523522366,THE CATERPILLAR ATTACK IN GRAM  Spray Proclaim 5 gm15lit of Water (Emamectin Benzoate 5 SG)Syngenta,2325238123542379235223792346236623522368234723792360 23302368 234723572366235223392368 232523522366,For control of caterpillar on gram Spray Proclaim 6 gm15 liter of Water(Emamectin Benzoate)Syngenta,6.940544
Bengal Gram (GramChick PeaKabuliChana),wilt,CHHATTISGARH,You can apply on chickpea for management of wilt trichoderma viridie 150gram pump on root drenching,Recommended for to control of fungal  attack in  crop use validamycin 3 L 25ml at 15 liter of water,Recommended for to control of fungal  attack in  crop use validamycin 3 L 25ml at 15 liter of water,Recommended for to control of fungal  attack in  crop use validamycin 3 L 25ml at 15 liter of water,Recommended for to control of fungal  attack in  crop use validamycin 3 L 25ml at 15 liter of water,1.118649
Bengal Gram (GramChick PeaKabuliChana),fungus,GUJARAT,         (  )                                                                                    ,Suggested Chlorothelonil 75 WP (Kavach) 40 grampump drenching or 250 gramvigha water treatment,Suggested Metalaxyl 4  Mancozeb 64 WP  35 grampump drenchingh or 250 gramvigha water treatment,Suggested Metalaxyl 4  Mancozeb 64 WP  35 grampump drenchingh or 250 gramvigha water treatment,Suggested Metalaxyl 4  Mancozeb 64 WP  35 grampump drenchingh or 250 gramvigha water treatment,1.408765
Ber,sucking pest,UTTAR PRADESH,No answer,No answer,No answer,No answer,No answer,0.559516
Ber,termite,RAJASTHAN,termite control in PLANT USE choloropyrifos 20 EC 30 ML PER PLANT WITH WATER  IRRIGATION,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,USE CHLOROPYRIFOS 20 EC 4 ML PER KG SEED FOR SEED TREATMENT IN GROUNDNUT,TERMITE CONTROL IN SEESAM CHOLOROPYRIFOS 20 EC 1520 ML PER PLANT,USE IMIDACHLOPRID 178 SL 05 ML PER LITER WATER IN ROOT ZONE ,1.212456
Ber,fruit rot,RAJASTHAN,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,SPRAY OF MENCOZEB 2GM PAR LITAR WATER,SPRAY OF MENCOZEB 2GM PAR LITAR WATER,SPRAY OF MENCOZEB 2GM PAR LITAR WATER,SPRAY OF MENCOZEB 2GM PAR LITAR WATER,2.104881
Ber,die back,RAJASTHAN,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER,No answer,No answer,No answer,1.951193
Ber,mildew,WEST BENGAL,RECOMMENDED FOR SPRAY WITH WETTABLE SULPHUR (02)  2 GM  LIT OF WATER,RECOMMENDED FOR SPRAY  PENCONAZOLE 10 EC   1 ML    2 LIT OF WATER,RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 50 WP  4 GM LIT OF WATER,RECOMMENDED FOR SPRAY  CHLOROTHALONIL 75 WP   2 GM   LIT OF WATER,RECOMMENDED FOR SPRAY  CARBENDAZIM 50 WP  1 GM   LITER OF WATER,0.491501
Betel Vine,wilt,ANDHRA PRADESH,recommended to drench  cupper sulphate 2kg  lime 2kg steptocyclin 200gm  400 lit of water,betel vine wilt management  RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  600 GRAMS PER ACRE,recommended to spray ( copper sulphate 1kg  lime 1kg  100 lit of water ),BLITOX(COC)600 GRACRE IN 200 LT WATER,recommended to spray 05 boardomixture,0.351495
Betel Vine,stem rot,WEST BENGAL,RECOMMENDED FOR SPRAY KSUGAMYCIN 3 SL  2 ML LIT OF WATEROR SPRAY VLIDAMYCIN 3 L  2 ML  LIT OF WATER,RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 50 WP   30 GM  1 GM STREPTOCYCLINE 91 SP  10 LIT OF WATER,SPRAY   HEXACONAZOLE 5 ECSC    15 ML   LIT OF WATER OR SPRAY   VALIDAMYCIN 3 L  3 ML  LIT OF WATER,RECOMMENDED APPLY TRICHODERMA VIRIDI  PSEODOMONAS FLUOROSCENCE  250 GM 56 KG ORGANIC FERTILISER,DETAIL DISCUSSION ABOUT STEM ROT CONTROL SAID APPLY COPPER OXY CHLORIDE 50 WP  25 GML OF WATER,1.66946
Betel Vine,root rot,ASSAM,ADVISED TO APPLY 1 BORDEAUX MIXTURE  100150 ML PER VINE AT AN INTERVAL OF 1520 DAYS FOR TWO TIMES,SPRAY 1 BORDEAUX MIXTURE  100150 ML PER VINE AT AN INTERVAL OF 1520 DAYS FOR TWO TIMES,SPRAY BLITOXCOCBLUE COPPER 50  2 gL OF WATER FOR THREE TIMES AT AN INTERVAL OF 7 DAYS,ADVISED TO APPLY 1 BORDEAUX MIXTURE  200 ML PLANT AT 2015 DAYS INTERVAL FOR TWO TIMES,RECOMMENDED HIM TO APPLY BAVISTIN  2G5 LIT OF WATER SPRAY 3 TIME AT 5 DAYS INTERVAL,0.996931
Betel Vine,blight,ASSAM,use Bordeaux mixtureor apply trichoderma powder mixing with dry cowdung at the base,SUGGESTED TO REMOVE THE OLDER AFFECTED LEAVES AND TO SPRAY BORDEAUX MIXTURE  1,SUGGESTED TO REMOVE THE OLDER AFFECTED LEAVES AND TO SPRAY BORDEAUX MIXTURE  1,SUGGESTED TO REMOVE THE OLDER AFFECTED LEAVES AND TO SPRAY BORDEAUX MIXTURE  1,SUGGESTED TO REMOVE THE OLDER AFFECTED LEAVES AND TO SPRAY BORDEAUX MIXTURE  1,0.634353
Betel Vine,Powdery mildew,ASSAM,RECOMMENDED TO SPRAY BORDEAUX MIXTURE 68 TIMES AT 15 DAYS INTERVAL,Recommended to spray saaf  2 g per lit of water,ADVICE TO SPRAY BOON  2 GERAmliter of water,No answer,No answer,1.445492
Bhindi(OkraLadysfinger),sucking pest,WEST BENGAL,RECOMMENDED FOR SPRAY   AZADIRACHTIN 1 EC(10000 PPM )  3 ML  LIT OF WATER,RECOMMENDED FOR SPRAY AZADIRACTIN 5 (50000 PPM )  25 ML  LIT OF WATER,RECOMMENDED FOR SPRAY AZADIRACTIN 1 (10000 PPM)  3 ML  LIT OF WATER,RECOMMENDED FOR SPRAY AZADIRACTIN 5 (50000 PPM )  25 MLLIT OF WATER,RECOMMENDED FOR SPRAY   THIAMETHOXAM 25 WG  1 GM  2 LIT OF WATER,3.63304
Bhindi(OkraLadysfinger),fungal,HARYANA,how to control of fungal deseas in bhindi spray of indofil m45  400 gm in 200 liter water per acre ,HOW  TO   CONTROL  FUNGAL DISEASE  IN melon CROP spray 400gm diathen m45 in 200 litre water acre ,control of fungal disease cropscontrol are spray carbendagim 400 gram in 200 liter water per acer,How to control fungul disease in bhindi spray 400 gm saaf OR m45 or bavsteen in 200 lt wateracre,How to control of fungal dieseas in bhindi Spray of bavastin 200 gm in 100 liter water per acre ,0.90398
Bhindi(OkraLadysfinger),caterpillar,MAHARASHTRA,Spray Chloropyriphos 30ml15 Liter of Water ORSpray Rogar 15ml15 Liter of Water(Dimethoate)Cheminova,Spray Quinolphos 30 ml  15 liter water Spray Bavistine 30gm15lit of Water (Carbendazim 50 WP ) BASF,Attack of Caterpillar  on bhendi  Spray Proclaim 07 gm15 liter of Water(Emamectin Benzoate)Syngenta,23252381235723672344237923542381234723792360 23302368 234723572366235223392368 23252352236623572368,Spray Chloropyriphos 30Ml  Humic Acid 30ml 15 Lit Of WaterHumic Acid 30ml15 Lit of Water Drenching,5.131807
Bhindi(OkraLadysfinger),termite,HARYANA,Broadcast 15 lt Chlorpyriphos mix in 2025 kg dry sand per acre than apply light irrigation,broadcasting of cloropariphas 15 Lt in 15 Lt water mixed 15 Kg sandacre,broadcast cloropyriphos  15 lt in 20 kg sand per acre,broadcast cloropyriphos  15 lt in 20 kg sand per acre,            125    20 EC  2       325    20        ,1.04688
Bhindi(OkraLadysfinger),aphids,ODISHA,APHID INFESTATION IN OKRA FIELD  RECOMMENDED TO SPRAY IMIDACLOPRID 178 SL  1ML PER 3 LITRE OF WATER,Aphids in bhindiAdvised  to contact us again as you have already applied insecticides  in the field,RECOMMENDED TO SPRAY PHOSPHAMIDON 40 SL 2ML1 LITER OF WATER OR IMIDACHLOPRIDE 5ML15 LITER OF WATER,Recommended to spray Thiamethoxam 25WG  80gm per acre for controlling Aphids infestation in Bhindi,FRUIT BORER AND APHIDS IN BHINDISPRAY THIOCHLOROPRID 7ML IN 10LIT WATER AND 7DAYS REPEAT THE SPRAY,2.75636
Bitter Gourd,stem rot,WEST BENGAL,RECOMMENDED FOR SPRAY TRICHODARMA VIRIDE  5 GM PSEUDMONAS FLUORESCENS  5 GM 1 LIT OF WATER,SPRAY Trichoderma viride  5 GMLIT OF WATER AND Pseudomonas fluorescens  5 GMLIT OF WATER,RECOMMENDED FOR SPRAY CARBENDAZIM 12  MANCOZEB 63 (75 WP)   2 GM   LITER OF WATER,RECOMMENDED FOR SPRAY   CARBENDAZIM 12  MANCOZEB 63 (75 WP)   2 GM   LIT OF WATER,RECOMMENDED FOR SPRAY  CAPTAN 70  HEXACONAZOLE 5 ( 75 WP)   1 GM  LITER OF WATER,3.485682
Bitter Gourd,white fly,WEST BENGAL,APNI ACEPHATE 5  IMIDACLOPRID 11 (518)  25 MILI KORE PROTI LITTER JOLLE GULLE SPRAY KARUN,FOR CONTROL OF WHITE FLY RECOMMENDED FOR SPRAY ACETAMIPRID 20 SP  1 GM   5 LIT OF WATER,RECOMMENDED FOR SPRAY ACETAMIPRID 20SP  1 GM5 LIT OF WATER 23 TIMES 1215 DAYS INTERVAL,RECOMMENDED FOR SPRAY ACETAMIPRID 20SP  1 GM5 LIT OF WATER 23 TIMES 1215 DAYS INTERVAL,RECOMMENDED FOR SPRAY ACETAMIPRID 20SP  1 GM5 LIT OF WATER 23 TIMES 1215 DAYS INTERVAL,3.537742
Bitter Gourd,sucking pest,MADHYA PRADESH,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,Recommended for spray Imidacloprid( confidor) 178  SL  1012 ml pump Chlorpyriphos 20 ec 2530 mlpump,Recommended for spray Imidacloprid( confidor) 178  SL  1012 ml pump Chlorpyriphos 20 ec 2530 mlpump,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,2.797808
Bitter Gourd,aphid,UTTAR PRADESH,Imidachloprid 178 SL 70100 mlacre ke hisaab se 120 liter paanee me ghol bnaa kr chidkaaw kren,Imidachloprid  05 ml litar pani  coper oxychloraed 2 gram  litar pani me gholkar spre kare,kisan bhai aap Imidacloprid 178 SL 2 milli dva prati litre pani me milakar chhircav kare ,kisan bhai karele me imidaclorprid 178  SL 100 mlacre 150 200 liter pani me  spray kare,kisan bhai ap Imidacloprid 178 SL 100 ml acre 200 litar pani ke sath spray kren,1.387971
Bitter Gourd,mite,WEST BENGAL,SPRAY FENAZAQUEEN 10  EC  15 MLLIT OF WATER GIVE 23 SPRAY AT 1012 DAYS INTERVAL,SPRAY FENAZAQUEEN 10  EC  15 MLLIT OF WATER GIVE 23 SPRAY AT 1012 DAYS INTERVAL,SPRAY FENAZAQUEEN 10  EC  15 MLLIT OF WATER GIVE 23 SPRAY AT 1012 DAYS INTERVAL,SPRAY FENAZAQUEEN 10  EC  15 MLLIT OF WATER GIVE 23 SPRAY AT 1012 DAYS INTERVAL,SPRAY FENAZAQUEEN 10  EC  15 MLLIT OF WATER GIVE 23 SPRAY AT 1012 DAYS INTERVAL,1.406193
Black Gram (urd bean),mosaic,UTTAR PRADESH,methyl demeton 25 EC athva dimethoate 30 EC ki 2 mili matra ko prti liter pani me milakar spre kare,methyl demeton 25 EC athva dimethoate 30 EC ki 2 mili matra ko prti liter pani me milakar spre kare,methyl demeton 25 EC athva dimethoate 30 EC ki 2 mili matra ko prti liter pani me milakar spre kare,methyl demeton 25 EC 500 mlha or dimethoate 30 EC 500 mlha  600 LITER PANI ME MILAKAR CHIDCAAV KARE,methyl demeton 25 EC athva dimethoate 30 EC ki 2 mili matra ko prti liter pani me milakar spre kare,2.565086
Black Gram (urd bean),sucking pest,MADHYA PRADESH,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,Recommended for to control sucking pest in urd crop spray imedachlorprid 57 ml at 15 liter of water,recommended for to control sucking pest in urd crop spray imedachlorprid 57 ml at 15 liter of water,recommended for to control sucking pest in urd crop spray imedachlorprid 57 ml at 15 liter of water,11.612303
Black Gram (urd bean),white fly,MADHYA PRADESH,Spray Dimethoate 30EC (Rogar) 40 ml per pumpSpray Daiphenthuran (Pegasas) 10 to 15 gram at per pump,Spray Dimethoate 30EC (Rogar) 40 ml per pumpSpray Daiphenthuran (Pegasas) 10 to 15 gram at per pump,Spray Dimethoate 30EC (Rogar) 40 ml per pumpSpray Daiphenthuran (Pegasas) 10 to 15 gram at per pump,Spray Dimethoate 30EC (Rogar) 40 ml per pumpSpray Daiphenthuran (Pegasas) 10 to 15 gram at per pump,Spray Dimethoate 30EC (Rogar) 40 ml per pumpSpray Daiphenthuran (Pegasas) 10 to 15 gram at per pump,9.683908
Black Gram (urd bean),caterpiller,ANDHRA PRADESH,black gram tobacco caterpillar management  RECOMMENDED TO SPRAY ACEPHATE 15 GRAMS   LITRES OF WATER,CATERPILLAR CONTROL IN BLACKGRAM RECOMMENDED TO SPRAY  CHLORPYRIFOS 500 ML200 LITERS OF WATER  Acre,RECOMMENDED TO SPRAY FLUBENDIAMIDE  (FAME) 40 ML 200 LITRES OF WATER  ACRE     40     200          ,leaf eating caterpillar management RECOMMENDED TO SPRAY TRIAZOPHOS 300 ML 200 LITERS OF WATER  ACRE,marshal 300mlacre(carbosulfon)multi K (13045) 5glitagromin max 5glitsulfex 3glitoberon 150200mlacre,2.358299
Black Gram (urd bean),blight,ANDHRA PRADESH,RECOMMENDED TO SPRAY PROPICONAZOLE  (TILT)  200 ML  200 LITRES OF WATER ACRE    200     200       ,RECOMMENDED  TO SPRAY COPPER OXY CHLORIDE  30 GM     STREPTOCYCLIN   1 GM   10 LIT OF WATER,RECOMMENDED TO SPRAY Tebuconazole  Trifloxystrobin 75 WG  160 GRAM  ACRE IN 200 LT WATER,RECOMMENDED FOR 30 gr COPPOR OXY CHLORIDE AND 1 gr STREPTOCYCLIN  IN 10 ltr of WATER,RECOMMENDED FOR 30 gr COPPOR OXY CHLORIDE AND 1 gr STREPTOCYCLIN  IN 10 ltr of WATER,1.578655
Bottle Gourd,Anthracnose,UTTAR PRADESH,mancozeb 2 gram ko 1 liter pani men ghol kar chhidkaw Karen,  70 200    200       ,No answer,No answer,No answer,3.747857
Bottle Gourd,leaf spot,UTTAR PRADESH,Cypermethrin 25 EC 60100 ml acreCarbendazim 12 Mancozeb 63 WP 200300 g acre me pryog kare,spray Carbendazim 12  Mancozeb 63 WP  400 gmacre  spray Imidachloprid 178 SL  70100 acre,kisan bhai aap carbendazim 12mancozeb 63 WP 02 gramlitre pani me gholkar sprey kare,Dear farmer use to Carbendazim 12 Mancozeb 63 WP 2gliter water splash in the field,Imidacloprid 178 SL 10mlMancozeb 75 WP 30 gram15 liter pani ki dar se spray kare,5.062315
Bottle Gourd,Downy mildew,BIHAR,can be controlled by spraying Mancozeb or Chlorothalonil 2 glit twice at 10 days interva,spraying Mancozeb or Chlorothalonil 2 glit twice at 10 days interval,spraying Mancozeb or Chlorothalonil 2 glit twice at 10 days interval,spraying Mancozeb or Chlorothalonil 2 glit twice at 10 days interval,spraying Mancozeb or Chlorothalonil 2 glit twice at 10 days interval,1.980599
Bottle Gourd,stem blight,UTTAR PRADESH,aap mancozeb 75 WP 500 gram6 gram streptocyclin par acre ke anusar spray kre,Copper Oxychloride 50 WP 600 gramekad 200 liter pani ki dar se spray kare,       Copper oxychloride 50  WP  400    200        ,       Copper oxychloride 50  WP  400    200        ,       Copper oxychloride 50  WP 400    200        ,5.972281
Bottle Gourd,Powdery mildew,MADHYA PRADESH,Mancozeb 63  Carbendazim 12 WP 40 gram and steptrocyclin 2 gram at 15 liter of water,Powdery mildew can be controlled by spraying Dinocap 1 mllit or Carbendazim 05 glit,Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water,you should be spray of Saaf Powdery  30 gmsprayer in 15 in 15 liter water,Powdery mildew can be controlled by spraying Carbendazim 78 gmpump,5.151129
Brinjal,fruit borer,ODISHA,Recommended to spray spinosad 45SC  5ml per 15 litre of water for control of Fruit borer in Brinjal,ecommended to spray Flubendiamide 20 WG 75gm in 15litres of water to control fruit borer in brinjal,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE 5 GRAM PER 10 LITRE WATER CONTROL OF FRUIT BORER IN BRINJAL,RECOMENDED TO SPRAY CARTAP HYDROCHLORIDE (CALDAN) 2GMLITER WATER TO CONTROLL FRUIT BORER IN BRINJAL,RECOMENDED TO SPRAY CARTAP HYDROCHLORIDE (CALDAN) 2GMLITER WATER TO CONTROLL FRUIT BORER IN BRINJAL,16.607149
Brinjal,aphid,UTTAR PRADESH,Malathion (01) or Endosulfan (005) or Monocrotophos (005) ki dar se khol bana ke spre kre,kisan ji imidacloprid 178sl ki 1 ml dawa  1 liter pani ke hisab se ghol ka spray kare ,1 Fipronil 5  SC 10 mllit2 Quinalphos 25  Gel 10 mllit ka chhidkav 150 liter pani me,kisan bhai  Imidacloprid 178 SL ki 1 ml matra liter paani ki dar se spray kare,Imidacloprid 178 SL 70100 ml acre ki dar se 200 litar pani ke sath spray kren,4.327559
Brinjal,wilting,ODISHA,SPRAY COPPER OXYCLORIDE 25GM  STREPTOCYCLINE 15 GM  10 LITER OF WATER TO CONTROL WILTING IN BRINJAL,RECOMMENDED FOR SPRAY COPPER OXYCHLORIDE 20GM STREPTOCYCLIN 15GM10L OF WATER FOR WILTING IN BRINJAL,RECOMENDED TO SPRAY CARBENDAZIM 30GMSTREPTOCYCLINE 15GM15LITER WATER TO CONTROLL WILTING OF BRINJAL,SPRAY COPPER OXYCHLORIDE 3 GM  PLANTOMYCIN 15 GM  1 LITER OF WATER FOR BACTERIAL WILTING IN BRINJAL,SPRAY STREPTOCYCLIN  2 GM  COPPER OXICHLORIDE  40 GM WITH 15 LITTER OF WATER FOR WILTING IN BRINJAL,9.507292
Brinjal,caterpillars,CHHATTISGARH,recommended for to control caterpillar in brinjal crop  spray to Emamectin benzoate 5  78 grampump,Recommended for to control caterpillar in abrinjal crop spray to Emamectin benzoate 5  78 grampump,Recommended for to control caterpillar in brinjal crop spray to Emamectin benzoate 5  78 grampump,Recommended for to control caterpillar in brinjal crop spray to Emamectin benzoate 5  78 grampump,Recommended for to control caterpillar in brinjal crop spray to Emamectin benzoate 5  78 grampump,3.586548
Brinjal,stem borer,ODISHA,RECOMMENDED TO SPRAY THIOCHLOPRID 217SC 7MILI LITRE 10 LITRE WATER TO CONTROL STEM BORER IN BRINJAL,RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  8 GRAM  15 LIT WATER AFTER CUTTING DOWN THE AFFECTED PLANT,RECOMMENDED TO SPRAY FAME 5MLNEEMAZOLE 45 ML WITH 15 LIT WATER FOR CONTROL OF STEM BORER IN BRINJAL,STEM BORER IN BRINJAL RECOMMENDED TO SPRAY SPINOSAD 45 SC or FLUBENDIAMIDE 480 SC 1 ml3 LITER WATER,RECOMENDED TO SPRAY CARTAP HYDROCHLORIDE (CALDAN) 2GMLITER WATER TO CONTROLL FRUIT BORER IN BRINJAL,17.135111
Broad Bean,blight,WEST BENGAL,RECOMMENDED FOR SPRAY  CARBENDAZIM 12  MANCOZEB 63 (75 WP)   2 GM   LIT OF WATER,RECOMMENDED FOR SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,RECOMMENDED FOR SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,RECOMMENDED FOR SPRAY CAPTAN 70  HEXACONAZOLE 5 ( 75 WP)   1 GM  LIT OF WATER,RECOMMENDED FOR SPRAY CARBENDAZIM 12  MANCOZEB 63 (75 WP)   2 GMLIT OF WATER,0.620719
Broad Bean,yellow,WEST BENGAL,RECOMMENDED FOR SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LITER OF WATER,RECOMMENDED FOR SPRAY   METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,RECOMMENDED FOR SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,RECOMMENDED FOR SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,RECOMMENDED FOR SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,0.621427
